name,occupation,count,birthtime,birthplace,location,point,chart
Karl_Theodor_Körner,r_poets,207,"['1791', 9, '30', '22:45']","Dresden, Germany","Dresden, Sachsen, 01069, Deutschland","('51n0493', '13e7381')",<flatlib.chart.Chart object at 0x624aaf860>
Jiddu_Krishnamurti,r_poets,208,"['1895', 5, '12', '00:30']","Madanapalle, India","Madanapalle, Chittoor, Andhra Pradesh, India","('13n5733', '78e4791')",<flatlib.chart.Chart object at 0x624a9c8d0>
Philip_Lamantia,r_poets,209,"['1927', 10, '23', '10:00']","San Francisco, California, United States","San Francisco, San Francisco City and County, California, United States of America","('37n779', '122w4199')",<flatlib.chart.Chart object at 0x624a9c828>
Else_Lasker-Schüler,r_poets,210,"['1869', 2, '11', '02:00']","Wuppertal, Germany","Wuppertal, Nordrhein-Westfalen, 42285, Deutschland","('51n264', '7e178')",<flatlib.chart.Chart object at 0x624ab88d0>
Comte_de_Lautréamont,r_poets,211,"['1846', 4, '4', '09:00']","Montevideo, Uruguay","Montevideo, Uruguay","('34s9059', '56w1914')",<flatlib.chart.Chart object at 0x624ab8828>
Anthony_Lawrence,r_poets,212,"['1957', 4, '27', '15:15']","Tamworth, New South Wales, Australia","Tamworth, Tamworth Regional Council, 230, Australia","('31s0901', '150e929')",<flatlib.chart.Chart object at 0x624a9b860>
Charles_Le_Goffic,r_poets,213,"['1863', 7, '14', '08:00']","Lannion, France","Lannion, Côtes-d'Armor, Bretagne, France métropolitaine, 22300, France","('48n7322', '3w4588')",<flatlib.chart.Chart object at 0x624a9b828>
Edward_Lear,r_poets,214,"['1812', 5, '12', '23:30']","Holloway, United Kingdom","Holloway, London Borough of Islington, London, Greater London, England, N7 6QA, United Kingdom","('51n5572', '0w1184')",<flatlib.chart.Chart object at 0x624ab0860>
Denise_Levertov,r_poets,216,"['1923', 10, '24', '09:00']","Ilford, England, United Kingdom","Ilford, London, Greater London, England, IG1 1DL, United Kingdom","('51n5583', '0e0712')",<flatlib.chart.Chart object at 0x624a9bfd0>
Hanoch_Levin,r_poets,217,"['1943', 12, '18', '21:00']","Tel Aviv-Yafo, Israel","תל אביב-יפו, מחוז תל אביב, ישראל","('32n0805', '34e7805')",<flatlib.chart.Chart object at 0x624ab0f98>
Jean_Lorrain,r_poets,218,"['1855', 8, '9', '19:00']","Paris, France","Paris, Île-de-France, France métropolitaine, France","('48n8567', '2e3515')",<flatlib.chart.Chart object at 0x624aab828>
Edwin_Markham,r_poets,220,"['1852', 4, '23', '06:00']","Oregon City, Oregon, United States","Oregon City, Clackamas County, Oregon, 97045, United States of America","('45n3573', '122w6068')",<flatlib.chart.Chart object at 0x624aabfd0>
Catulle_Mendes,r_poets,222,"['1841', 5, '21', '03:00']","Bordeaux, France","Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France","('44n8412', '0w58')",<flatlib.chart.Chart object at 0x624aa2f98>
Edna_St._Vincent_Millay,r_poets,224,"['1892', 2, '22', '06:05']","Rockland, Maine, United States","Rockland, Knox County, Maine, 04841, United States of America","('44n1044', '69w1081')",<flatlib.chart.Chart object at 0x624aa2828>
Naomi_Mitchison,r_poets,225,"['1897', 11, '1', '16:55']","Edinburgh, Scotland, United Kingdom","Edinburgh, City of Edinburgh, Scotland, EH1 3EG, United Kingdom","('55n9533', '3w1884')",<flatlib.chart.Chart object at 0x62446a828>
Albert_Mockel,r_poets,226,"['1866', 12, '27', '06:00']","Lige, Belgium","Liège, Wallonie, 4000, België - Belgique - Belgien","('50n6451', '5e5734')",<flatlib.chart.Chart object at 0x62446af98>
Eugenio_Montale,r_poets,227,"['1896', 10, '12', '23:00']","Genoa, Italy","Genova, Liguria, Italia","('44n4073', '8e9339')",<flatlib.chart.Chart object at 0x624468828>
Edwin_Morgan,r_poets,228,"['1920', 4, '27', '11:30']","Glasgow, Scotland, United Kingdom","Glasgow, Glasgow City, Scotland, G2 9SA, United Kingdom","('55n861', '4w2489')",<flatlib.chart.Chart object at 0x624455898>
Eduard_Mörike,r_poets,229,"['1804', 9, '8', '11:30']","Ludwigsburg, Germany","Ludwigsburg, Landkreis Ludwigsburg, Baden-Württemberg, Deutschland","('48n8954', '9e1895')",<flatlib.chart.Chart object at 0x624455828>
Lorine_Niedecker,r_poets,231,"['1903', 5, '11', '01:30']","Black Hawk, United States","Black Hawk County, Iowa, United States of America","('42n4608', '92w303')",<flatlib.chart.Chart object at 0x624451a20>
Novalis,r_poets,232,"['1772', 5, '2', '06:00']","Hettstedt, Germany","Hettstedt, Mansfeld-Südharz, Sachsen-Anhalt, Deutschland","('51n65', '11e5')",<flatlib.chart.Chart object at 0x6244519e8>
Edouard_Pailleron,r_poets,233,"['1829', 9, '17', '23:00']","Paris, France","Paris, Île-de-France, France métropolitaine, France","('48n8567', '2e3515')",<flatlib.chart.Chart object at 0x62447e7f0>
Achille_Paysant,r_poets,234,"['1841', 9, '27', '20:00']","Villepail, France","Villepail, Mayenne, Pays de la Loire, France métropolitaine, 53250, France","('48n3964', '0w267')",<flatlib.chart.Chart object at 0x62447e828>
Jean_Pellerin,r_poets,235,"['1885', 4, '24', '06:00']","Pontcharra, France","Pontcharra, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38530, France","('45n4328', '6e0204')",<flatlib.chart.Chart object at 0x62447c7f0>
Reynolds_Price,r_poets,236,"['1933', 2, '1', '08:00']","Macon, North Carolina, United States","Macon County, North Carolina, United States of America","('35n1437', '83w3977')",<flatlib.chart.Chart object at 0x62447c828>
Xavier_Privas,r_poets,237,"['1863', 9, '27', '23:00']","Lyon, France","Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France","('45n7578', '4e832')",<flatlib.chart.Chart object at 0x62447cf98>
Salvatore_Quasimodo,r_poets,238,"['1901', 8, '20', '04:10']","Modica, Italy","Modica, Ragusa, Sicilia, 97015, Italia","('36n8589', '14e7613')",<flatlib.chart.Chart object at 0x62444f828>
Pierre_Reverdy,r_poets,239,"['1889', 9, '13', '09:00']","Narbonne, France","Narbonne, Aude, Occitanie, France métropolitaine, 11100, France","('43n1838', '3e0042')",<flatlib.chart.Chart object at 0x6244547f0>
Jehan_Rictus,r_poets,240,"['1867', 9, '21', '08:00']","Boulogne-sur-Mer, France","Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62200, France","('50n726', '1e6119')",<flatlib.chart.Chart object at 0x624454828>
Anne_Ridler,r_poets,241,"['1912', 7, '30', '22:30']","Rugby, England, United Kingdom","Rugby, Warwickshire, West Midlands, England, United Kingdom","('52n3727', '1w262')",<flatlib.chart.Chart object at 0x62446c860>
James_Whitcomb_Riley,r_poets,242,"['1849', 10, '7', '09:00']","Greenfield, Indiana, United States","Greenfield, Hancock County, Indiana, United States of America","('39n7855', '85w7682')",<flatlib.chart.Chart object at 0x62446c828>
Arthur_Rimbaud,r_poets,243,"['1854', 10, '20', '06:00']","Charleville, Marne, France","Charleville, Épernay, Marne, Grand Est, France métropolitaine, 51120, France","('48n8135', '3e6664')",<flatlib.chart.Chart object at 0x62446cf98>
William_Pitt_Root,r_poets,245,"['1941', 12, '28', '06:40']","Austin, Minnesota, United States","Austin, Mower County, Minnesota, United States of America","('43n6681', '92w9745')",<flatlib.chart.Chart object at 0x62446cfd0>
Peter_Rosegger,r_poets,246,"['1843', 7, '31', '21:00']","Krieglach, Austria","Krieglach, Bezirk Bruck-Mürzzuschlag, Steiermark, 8670, Österreich","('47n5452', '15e5594')",<flatlib.chart.Chart object at 0x624733940>
Christina_Rossetti,r_poets,247,"['1830', 12, '5', '03:10']","London, England, United Kingdom","London, Greater London, England, SW1A 2DX, United Kingdom","('51n5073', '0w1276')",<flatlib.chart.Chart object at 0x624733828>
Friedrich_Rückert,r_poets,250,"['1788', 5, '16', '06:00']","Schweinfurt, Germany","Schweinfurt, Bayern, 97421, Deutschland","('50n05', '10e2333')",<flatlib.chart.Chart object at 0x624733f98>
Mário_de_Sá-Carneiro,r_poets,251,"['1890', 5, '19', '15:00']","Lisbon, Portugal","Lisboa, Grande Lisboa, Área Metropolitana de Lisboa, Portugal","('38n7078', '9w1366')",<flatlib.chart.Chart object at 0x6247348d0>
Pinchas_Sadeh,r_poets,252,"['1929', 6, '17', '12:00']","Lviv, Ukraine","Львів, Галицький район, Львівська міська рада, Львівська область, Україна","('49n842', '24e0316')",<flatlib.chart.Chart object at 0x6247177b8>
