name,occupation,count,birthtime,birthplace,location,point,chart
Damian_Lewis,r_producers,484,"['1971', 2, '11']","St John's Wood, London, United Kingdom","St. John's Wood, City of Westminster, London, Greater London, England, NW8 9JG, United Kingdom","('51n5317', '0w1742')",<flatlib.chart.Chart object at 0x625341978>
Candice_Bergen,r_producers,486,"['1946', 5, '9', '21:52']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x6253692e8>
Ruben_Santiago-Hudson,r_producers,487,"['1956', 11, '24']","Lackawanna, New York, United States","Lackawanna, Erie County, New York, United States of America","('42n8191', '78w8337')",<flatlib.chart.Chart object at 0x625369a58>
Mervyn_LeRoy,r_producers,488,"['1900', 10, '15']","San Francisco, California, United States","San Francisco, San Francisco City and County, California, United States of America","('37n779', '122w4199')",<flatlib.chart.Chart object at 0x624e43198>
Corbin_Bernsen,r_producers,489,"['1954', 9, '7', '20:40']","Los Angeles, California, United States","Los Angeles, Los Angeles County, California, United States of America","('34n0537', '118w2428')",<flatlib.chart.Chart object at 0x624e43a90>
Dean_Cain,r_producers,490,"['1966', 7, '31']","Mount Clemens, United States","Mount Clemens, Macomb County, Michigan, 48043, United States of America","('42n5973', '82w878')",<flatlib.chart.Chart object at 0x624e23cc0>
Matthew_Lillard,r_producers,493,"['1970', 1, '24']","Lansing, Michigan, United States","Lansing, Ingham County, Michigan, United States of America","('42n7338', '84w5554')",<flatlib.chart.Chart object at 0x624e236d8>
Pat_Hingle,r_producers,494,"['1924', 7, '19']","Denver, Colorado, United States","Denver, Denver County, Colorado, United States of America","('39n7392', '104w9849')",<flatlib.chart.Chart object at 0x624e23470>
Fabrizio_Rongione,r_producers,495,"['1973', 3, '3', '16:25']","Etterbeek, Belgium","Etterbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, België - Belgique - Belgien","('50n8361', '4e3862')",<flatlib.chart.Chart object at 0x624e4c9e8>
Rodney_Dangerfield,r_producers,496,"['1921', 11, '22']","Babylon, New York, United States","Babylon, Suffolk County, New York, 11702, United States of America","('40n6957', '73w3257')",<flatlib.chart.Chart object at 0x624e30240>
Ma_Wu,r_producers,497,"['1942', 8, '18']","Tianjin, China","天津市, 和平区 (Heping), 天津市, 300010, China 中国","('39n1236', '117e1981')",<flatlib.chart.Chart object at 0x624e30ac8>
Justin_Bartha,r_producers,498,"['1978', 7, '21']","West Bloomfield Township, Michigan, United States","West Bloomfield Township, Oakland County, Michigan, United States of America","('42n5717', '83w3461')",<flatlib.chart.Chart object at 0x624e25240>
Élodie_Bouchez,r_producers,501,"['1973', 4, '5', '19:50']","Montreuil, France","Montreuil, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62170, France","('50n4639', '1e7631')",<flatlib.chart.Chart object at 0x624e259e8>
Jason_Connery,r_producers,502,"['1963', 1, '11', '22:00']","London, England, United Kingdom","London, Greater London, England, SW1A 2DX, United Kingdom","('51n5073', '0w1276')",<flatlib.chart.Chart object at 0x624e20240>
Ian_McShane,r_producers,503,"['1942', 9, '29', '03:00']","Blackburn, England, United Kingdom","Blackburn, Blackburn with Darwen, North West England, England, BB1 7HQ, United Kingdom","('53n7493', '2w4841')",<flatlib.chart.Chart object at 0x624e20978>
Robert_Young,r_producers,504,"['1907', 2, '22', '22:00']","Chicago Heights, Illinois, United States","Chicago Heights, Cook County, Illinois, 60411, United States of America","('41n5063', '87w6357')",<flatlib.chart.Chart object at 0x624e31240>
Jacques_Villeret,r_producers,505,"['1951', 2, '6', '19:30']","Tours, France","Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, France","('47n39', '0e6889')",<flatlib.chart.Chart object at 0x624e31ac8>
Kenneth_Anger,r_producers,506,"['1927', 2, '3', '01:55']","Santa Monica, California, United States","Santa Monica, Los Angeles County, California, United States of America","('34n0251', '118w4965')",<flatlib.chart.Chart object at 0x624e22278>
Peter_Mullan,r_producers,507,"['1959', 11, '2']","Peterhead, Scotland, United Kingdom","Peterhead, Aberdeenshire, Scotland, AB42 1ZP, United Kingdom","('57n5053', '1w7813')",<flatlib.chart.Chart object at 0x624e229e8>
Bent_Hamer,r_producers,509,"['1956', 12, '18']","Sandefjord, Norway","Sandefjord, Vestfold og Telemark, 3210, Norge","('59n13', '10e2256')",<flatlib.chart.Chart object at 0x624e2e240>
Ed_O'Ross,r_producers,510,"['1946', 7, '4']","Pittsburgh, Pennsylvania, United States","Pittsburgh, Allegheny County, Pennsylvania, 15262, United States of America","('40n4417', '79w9901')",<flatlib.chart.Chart object at 0x624e2ea90>
Brad_Bird,r_producers,511,"['1957', 9, '11']","Kalispell, Montana, United States","Kalispell, Flathead County, Montana, 59901, United States of America","('48n2023', '114w3167')",<flatlib.chart.Chart object at 0x624e2ea58>
